11	2.39336	4	5	7.02e-005
11	2.39336	5	5	5.99e-006
12	2.49978	1	1	-0.02818
12	2.49978	1	2	-0.03632
12	2.49978	1	3	-0.01548
12	2.49978	1	4	-0.0011
12	2.49978	1	5	-4.061e-005
12	2.49978	2	2	0.01889
12	2.49978	2	3	0.02872
12	2.49978	2	4	0.01141
12	2.49978	2	5	0.00115
12	2.49978	3	3	0.02762
12	2.49978	3	4	0.00903
12	2.49978	3	5	0.000884505
12	2.49978	4	4	0.00246
12	2.49978	4	5	0.0002371
12	2.49978	5	5	2.281e-005
13	2.60186	1	1	0.00451
13	2.60186	1	2	-0.0294
13	2.60186	1	3	-0.02398
13	2.60186	1	4	-0.00676
13	2.60186	1	5	-0.000607955
13	2.60186	2	2	-0.03348
13	2.60186	2	3	-0.01353
13	2.60186	2	4	0.00027725
13	2.60186	2	5	5.735e-005
13	2.60186	3	3	-0.00066002
13	2.60186	3	4	0.00297
13	2.60186	3	5	0.00029351
13	2.60186	4	4	0.0016
13	2.60186	4	5	0.00015153
13	2.60186	5	5	1.465e-005
14	2.79484	1	1	-0.003
14	2.79484	1	2	0.00726
14	2.79484	1	3	0.00722
14	2.79484	1	4	0.00214
14	2.79484	1	5	0.00017998
14	2.79484	2	2	0.00842
14	2.79484	2	3	0.00364
14	2.79484	2	4	-0.000519045
14	2.79484	2	5	-7.3985e-005
14	2.79484	3	3	-0.00025587
14	2.79484	3	4	-0.00135
14	2.79484	3	5	-0.00013804
14	2.79484	4	4	-0.00066279
14	2.79484	4	5	-6.323e-005
14	2.79484	5	5	-6.11e-006
15	2.8865	1	1	-0.08303
15	2.8865	1	2	-0.12363
15	2.8865	1	3	-0.0566
15	2.8865	1	4	-0.000964725
15	2.8865	1	5	0.00014792
15	2.8865	2	2	0.04951
15	2.8865	2	3	0.094915
15	2.8865	2	4	0.03755
15	2.8865	2	5	0.00357
15	2.8865	3	3	0.09885
15	2.8865	3	4	0.02929
15	2.8865	3	5	0.00268
15	2.8865	4	4	0.00663
15	2.8865	4	5	0.00059173
15	2.8865	5	5	5.108e-005
16	2.97534	1	1	0.012
16	2.97534	1	2	0.01191
16	2.97534	1	3	0.00356
16	2.97534	1	4	-0.000923615
16	2.97534	1	5	-0.000112555
16	2.97534	2	2	-0.00951
16	2.97534	2	3	-0.0132
16	2.97534	2	4	-0.0042
16	2.97534	2	5	-0.000409885
16	2.97534	3	3	-0.01212
16	2.97534	3	4	-0.00285
16	2.97534	3	5	-0.00026915
16	2.97534	4	4	-0.00042371
16	2.97534	4	5	-3.912e-005
16	2.97534	5	5	-3.4e-006
17	3.0616	1	1	0.00632
17	3.0616	1	2	0.00736
17	3.0616	1	3	0.00259
17	3.0616	1	4	3.002e-005
17	3.0616	1	5	1.0045e-005
17	3.0616	2	2	-0.00545
17	3.0616	2	3	-0.00708
17	3.0616	2	4	-0.00236
17	3.0616	2	5	-0.000213035
17	3.0616	3	3	-0.00615
17	3.0616	3	4	-0.0017
17	3.0616	3	5	-0.000157175
17	3.0616	4	4	-0.00043261
17	3.0616	4	5	-4.145e-005
17	3.0616	5	5	-4.06e-006
18	3.14549	1	1	-0.00049656
18	3.14549	1	2	-0.00176
18	3.14549	1	3	-0.001065
18	3.14549	1	4	-0.00035435
18	3.14549	1	5	-3.149e-005
18	3.14549	2	2	-0.00142
18	3.14549	2	3	-0.000515515
18	3.14549	2	4	4.493e-005
18	3.14549	2	5	1.0865e-005
18	3.14549	3	3	-0.0001054
18	3.14549	3	4	0.000146095
18	3.14549	3	5	1.837e-005
18	3.14549	4	4	0.00010424
18	3.14549	4	5	1.08e-005
18	3.14549	5	5	1.14e-006
19	3.22721	1	1	0.01146
19	3.22721	1	2	0.00683
19	3.22721	1	3	0.000414625
19	3.22721	1	4	-0.00146
19	3.22721	1	5	-0.000137775
19	3.22721	2	2	-0.01533
19	3.22721	2	3	-0.01449
19	3.22721	2	4	-0.00434
19	3.22721	2	5	-0.000395625
19	3.22721	3	3	-0.01119
19	3.22721	3	4	-0.00269
19	3.22721	3	5	-0.00024288
19	3.22721	4	4	-0.00043658
